sample_idx,question,answer,contexts,faithfulness,answer_relevancy,context_relevancy
16,Who came up with the social learning theory?,"The theory of learning process and social behavior,  Social learning theory was originated by Canadian-American psychologist Albert Bandura. It's basis however comes from American psychologist B.F. Skinner's 1940's lectures series on verbal behavior and proposed use of stimulus-response theories to describe language use and development. In 1941, a book on ""Social Learning Theory"" was published by American experimental psychologist Neil Miller and psychologist John Dollard to come up with a reinterpretation of psychoanalytic theory in terms of stimulus-response. ","['- (Social learning theory) The theory of learning process and social behavior,  Social learning theory was originated by Canadian-American psychologist Albert Bandura. It\'s basis however comes from American psychologist B. F. Skinner\'s 1940\'s lectures series on verbal behavior and proposed use of stimulus-response theories to describe language use and development. In 1941, a book on ""Social Learning Theory"" was published by American experimental psychologist Neil Miller and psychologist John Dollard to come up with a reinterpretation of psychoanalytic theory in terms of stimulus-response.\r\n- (QA_1) Who came up with and published a book in 1941 about the social learning theory? Neil Miller and John Dollard, Neil Miller, John Dollard.\r\n- (QA_2) Who came up with ideas the formed the basis for the social learning theory? B.F. Skinner, Skinner.\r\n- (QA_3) Who came up with the social learning theory and is credited as its originator? Albert Bandura.']",1.0,0.9483506054007766,0.1111111111111111
17,Apartheid ended in south africa during the presidency of?,The apartheid system in South Africa ended in 1994 after Democratically elected President Nelson Mandela took office from his predecessor Frederik Willem de Klerk. F. W. de Klerk  continued to serve as a Deputy President in Mandela's ANC-led coalition until 1996. This time period also closely coincides with the beginning of U.S President Bill Clinton's time in office (1993 - 2001). ,['- (QA_1) Apartheid ended in South Africa at the end of whose South African presidency? F. W. de Klerk.\r\n- (QA_2) Apartheid ended in South Africa at the beginning of whose South African presidency? Nelson Mandela.\r\n- (QA_3) Apartheid ended in South Africa during whose American presidency? Bill Clinton.'],0.7142857142857143,0.7245724396518326,0.6666666666666666
18,What is the name of the pirate in spongebob?,"In the American animated comedy television series SpongeBob SquarePants, the live-action pirate is known as Patchy the Pirate. His role is to serve as the president of the fictional ""SpongeBob"" fan club and host the series' special episodes. The 2015 film adaptation (spongebob 2) of the tv series, introduces a different pirate by the name of Burger Beard who steals the secret Krabby Patty formula for which SpongeBob and his friends must travel to the ocean's surface to confront him and retrieve the formula. ","['- (The SpongeBob Movie: Sponge Out of Water) In the American animated comedy television series SpongeBob SquarePants, the live-action pirate is known as Patchy the Pirate. His role is to serve as the president of the fictional ""SpongeBob"" fan club and host the series\' special episodes. The 2015 film adaptation (spongebob 2) of the tv series, introduces a different pirate by the name of Burger Beard who steals the secret Krabby Patty formula for which SpongeBob and his friends must travel to the ocean\'s surface to confront him and retrieve the formula.\r\n- (QA_1) What is the name of the live-action pirate in spongebob? Patchy.\r\n- (QA_2) What is the name of the pirate in the spongebob2 movie? Burger Beard.']",1.0,0.827367901573994,0.2857142857142857
19,Who plays santa claus in rise of the guardians?,"In the 2012 American 3D computer-animated action fantasy film Rise of the Guardians, Santa Clause is played by American actor Alec Baldwin. In the video game film version (also released in November 2012), Santa Clause is portrayed by American voice actor Fred Tatasciore. ","['- (Rise of the Guardians: The Video Game) In the 2012 American 3D computer-animated action fantasy film Rise of the Guardians, Santa Clause is played by American actor Alec Baldwin. In the video game film version (also released in November 2012), Santa Clause is portrayed by American voice actor Fred Tatasciore.\r\n- (Rise of the Guardians) In the 2012 American 3D computer-animated action fantasy film Rise of the Guardians, Santa Clause is played by American actor Alec Baldwin. In the video game film version (also released in November 2012), Santa Clause is portrayed by American voice actor Fred Tatasciore.\r\n- (QA_1) Who plays Santa Clause in the movie Rise of the Guardians? Alec Baldwin.\r\n- (QA_2) Who plays Santa Clause in Rise of the Guardians: The Video Game? Fred Tatasciore.']",0.75,0.9171547494606241,0.25
20,India's first official entry at the oscars?,"The 1957 Hindi film ""Mother India"" was India's first film submission to the Academy Awards, popularly known as the Oscars. ","[""- (QA_1) What was the year of India's first official entry at the oscars? 1957.\r\n- (QA_2) What film was India's first official entry at the oscars? Mother India.""]",0.5,0.7217559996929115,1.0
21,When did i can only imagine get released?,"There are a number of songs by the name ""i can only imagine"". The Christian rock band MercyMe released a hit song of the same name on October 12, 2001 which went on to become the most-played Christian single of 2002. Years later, on March 16, 2018, a film based on the story behind this song was released in the United States. A different song by the same title was released on April 23, 2012 by French DJ David Guetta, featuring vocals from American singer Chris Brown and rapper Lil Wayne. This same song was released on May 2, 2012 in Australia, Austria, Belgium, Finland, Germany, Italy, Japan, the Netherlands, New Zealand, Norway, and Switzerland. ","['- (QA_1) When did the 2001 song i can only imagine get released? October 12, 2001.\r\n- (QA_2) When did the 2012 song i can only imagine get released in the United States? 2 May 2012.\r\n- (QA_3) When did the film i can only imagine get released? March 16, 2018.']",0.2857142857142857,0.5696301590295691,0.5
22,Where is the u21 euro championships being held?,"The biennial football competition, UEFA European Under-21 Championship has been held in Czech Republic (2015), Poland (2017) and in Italy (2019).","['- (UEFA European Under-21 Championship) The biennial football competition, UEFA European Under-21 Championship has been held in Czech Republic (2015), Poland (2017) and in Italy (2019).\r\n- (QA_1) Where is the UEFA European U-21 Championship being held in 2019? Italy.\r\n- (QA_2) Where was the UEFA European U-21 Championship held in 2017? Poland.\r\n- (QA_3) Where was the UEFA European U-21 Championship held in 2015? Czech Republic.']",1.0,0.7304299795835055,0.0
23,When was television introduced to the general public?,"On March 25, 1925, Scottish inventor and innovator John Baird gave the first public demonstration of televised silhouette images in motion. A few months later, on June 13, 1925, American inventor Charles Francis Jenkins publicly demonstrated the synchronized transmission of silhouette pictures. As television technology advanced, more innovations were added to the television system. As such, Manfred von Ardenne gave a public demonstration in August 1931 of a television system using a cathode-ray tube (CRT) for both transmission and reception. On August 25, 1934, Philo Farnsworth gave the world's first public demonstration of an all-electronic television system, using a live camera. This would also coincide with the date when all-electric television were introduced to the general public.","[""- (History of television) On March 25, 1925, Scottish inventor and innovator John Baird gave the first public demonstration of televised silhouette images in motion. A few months later, on June 13, 1925, American inventor Charles Francis Jenkins publicly demonstrated the synchronized transmission of silhouette pictures. As television technology advanced, more innovations were added to the television system. As such, Manfred von Ardenne gave a public demonstration in August 1931 of a television system using a cathode-ray tube (CRT) for both transmission and reception. On August 25, 1934, Philo Farnsworth gave the world's first public demonstration of an all-electronic television system, using a live camera. This would also coincide with the date when all-electric television were introduced to the general public.\r\n- (QA_1) When was televised silhouette images in motion introduced to the general public? March 25, 1925.\r\n- (QA_2) When was synchronized transmission of silhouette pictures introduced to the general public? June 13, 1925.\r\n- (QA_3) When was CRT television introduced to the general public? August 1931.""]",1.0,0.6030019962528849,0.16666666666666666
24,Who was the mom in how i met your mother?,"In the CBS television sitcom ""How I Met Your Mother"", the title character ""The Mother"" who's otherwise known as Tracy McConnell on the show is portrayed by American actress Cristin Milioti. The show, narrated by Future Ted (Bob Saget), tells the story of how Ted Mosby (Josh Radnor) met his children's mother.","['- (The Mother (How I Met Your Mother)) In the CBS television sitcom ""How I Met Your Mother"", the title character ""The Mother"" who\'s otherwise known as Tracy McConnell on the show is portrayed by American actress Cristin Milioti. The show, narrated by Future Ted (Bob Saget), tells the story of how Ted Mosby (Josh Radnor) met his children\'s mother.\r\n- (QA_1) Who was The Mother in How I Met Your Mother? Tracy Mosby, Tracy McConnell.\r\n- (QA_2) Who was the actor who plays the mom in How I Met Your Mother? Cristin Milioti.']",1.0,0.8922650804928779,0.3333333333333333
25,Who won the most mvp awards in nba history?,"The NBA MVP award is awarded annually to the best performing player of the regular season, the NBA finals and the NBA all-star game. In the NBA's history, American former professional basketball Kareem Abdul-Jabbar has won the regular season award a record six times, more than any player to ever play in the league. The most NBA Finals mvp awards (6 times) however, have been won by Michael Jordan while the most NBA All-Star Game mvps' (4) have been won by Kobe Bryant.","[""- (NBA Finals Most Valuable Player Award) The NBA MVP award is awarded annually to the best performing player of the regular season, the NBA finals and the NBA all-star game. In the NBA's history, American former professional basketball Kareem Abdul-Jabbar has won the regular season award a record six times, more than any player to ever play in the league. The most NBA Finals mvp awards (6 times) however, have been won by Michael Jordan while the most NBA All-Star Game mvps' (4) have been won by Kobe Bryant.\r\n- (NBA Most Valuable Player Award) The NBA MVP award is awarded annually to the best performing player of the regular season, the NBA finals and the NBA all-star game. In the NBA's history, American former professional basketball Kareem Abdul-Jabbar has won the regular season award a record six times, more than any player to ever play in the league. The most NBA Finals mvp awards (6 times) however, have been won by Michael Jordan while the most NBA All-Star Game mvps' (4) have been won by Kobe Bryant.\r\n- (QA_1) Who won the most NBA mvp awards in nba history? Kareem Abdul-Jabbar.\r\n- (QA_2) Who won the most NBA Finals mvp awards in nba history? Michael Jordan, MJ, Michael Jeffrey Jordan.\r\n- (QA_3) Who won the most NBA All-Star Game Kobe Bryant mvp awards in nba history? Bob Pettit, Kobe Bryant.""]",1.0,0.9021376395403541,0.16666666666666666
26,Who did she's got betty davis eyes?,"""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon in 1974. It was produced by Val Garay and originally recorded by DeShannon in that year for her album New Arrangement, but it was made popular by American singer Kim Carnes in 1981 when it spent nine non-consecutive weeks on top of the US Billboard Hot 100. ","['- (Bette Davis Eyes) ""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon in 1974. It was produced by Val Garay and originally recorded by DeShannon in that year for her album New Arrangement, but it was made popular by American singer Kim Carnes in 1981 when it spent nine non-consecutive weeks on top of the US Billboard Hot 100.\r\n- (QA_1) Who did she\'s got betty davis eyes as songwriter and composer? Donna Weiss and Jackie DeShannon.\r\n- (QA_2) Who did she\'s got betty davis eyes as producer? Val Garay.\r\n- (QA_3) Who did she\'s got betty davis eyes as singer? Kim Carnes, Kim Carnes Ellingson.']",1.0,0.6189600829833815,0.375
27,Who developed an explanation for the photoelectric effect?,"Before Albert Einstein's discovery of the law of the photoelectric effect in 1905, a number of scientists had discovered and developed an explanation for the photoelectric effect. In 1887, Heinrich Hertz and Wilhelm Hallwachs discovered that light, and especially ultra-violet light, discharges negatively electrified bodies with the production of rays of the same nature as cathode rays. Between 1888 and 1891, Aleksandr Stoletov invented a new experimental setup which was more suitable for a quantitative analysis of the photo effect. In 1900, while studying black-body radiation, the German physicist Max Planck suggested that the energy carried by electromagnetic waves could only be released in packets of energy.","[""- (Photoelectric effect) Before Albert Einstein's discovery of the law of the photoelectric effect in 1905, a number of scientists had discovered and developed an explanation for the photoelectric effect. In 1887, Heinrich Hertz and Wilhelm Hallwachs discovered that light, and especially ultra-violet light, discharges negatively electrified bodies with the production of rays of the same nature as cathode rays. Between 1888 and 1891, Aleksandr Stoletov invented a new experimental setup which was more suitable for a quantitative analysis of the photo effect. In 1900, while studying black-body radiation, the German physicist Max Planck suggested that the energy carried by electromagnetic waves could only be released in packets of energy.\r\n- (QA_1) Who discovered and developed an explanation for the photoelectric effect in 1887? Heinrich Hertz, Hertz.\r\n- (QA_2) Who developed an explanation for the photoelectric effect in 1888-1891? Aleksandr Stoletov, Stoletov.\r\n- (QA_3) Who developed an explanation for the photoelectric effect in 1900? Max Planck, Planck.""]",1.0,0.7021237129034801,0.4
28,Who is the new voice president of india?,"On 11 August 2017, Venkaiah Naidu was sworn in as the 13th vice president of India. Prior to Naidu's vice presidency was Mohammad Hamid Ansari who served as India's 12th vice president from 2007 to 2017. The 11th vice president Bhairon Singh Shekhawat served from August 2002 until he resigned on July 21st, 2007.","['- (QA_1) Who is the new voice president of india in 2017? Venkaiah Naidu, Muppavarapu Venkaiah Naidu.\r\n- (QA_2) Who is the new voice president of india in 2007? Mohammad Hamid Ansari.\r\n- (QA_3) Who is the new voice president of india in 2002? Bhairon Singh Shekhawat.']",0.5,0.6762363806256934,0.16666666666666666
29,Where's the rose bowl played this year?,"The Rose Bowl Game is an annual American college football bowl game, usually played on January 1 (New Year's Day) at the Rose Bowl Stadium in Pasadena, California. The game is sometimes played on January 2nd or sometime early January depending if January 1st falls on a Sunday.","[""- (Rose Bowl (stadium)) The Rose Bowl Game is an annual American college football bowl game, usually played on January 1 (New Year's Day) at the Rose Bowl Stadium in Pasadena, California. The game is sometimes played on January 2nd or sometime early January depending if January 1st falls on a Sunday.\r\n- (Rose Bowl Game) The Rose Bowl Game is an annual American college football bowl game, usually played on January 1 (New Year's Day) at the Rose Bowl Stadium in Pasadena, California. The game is sometimes played on January 2nd or sometime early January depending if January 1st falls on a Sunday.\r\n- (QA_1) In what state was the Rose Bowl played this year? California.\r\n- (QA_2) In what city was the Rose Bowl played this year? Pasadena.\r\n- (QA_3) In what stadium was the Rose Bowl played this year? Rose Bowl Stadium.""]",1.0,0.7297208129460153,0.1
30,Who did the canucks get in the draft?,"In the 2015 NHL draft, the Vancouver Canucks selected Brock Boeser as a 23rd overall pick during the 2015 NHL Entry Draft. Boeser however, didn't make his NHL debut until 2017 after he'd spent two seasons with the University of North Dakota. In the following two drafts, the Canucks selected Olli Juolevi as their fifth overall pick in the 2016 draft and Elias Pettersson in the 2017 draft, also a fifth overall pick.",['- (QA_1) Who did the Canucks get in the 2017 draft? Elias Pettersson.\r\n- (QA_2) Who did the Canucks get in the 2016 draft? Olli Juolevi.\r\n- (QA_3) Who did the Canucks get in the 2015 draft? Brock Boeser.'],0.16666666666666666,0.835463341626791,0.3333333333333333
31,What is the new tallest building in san francisco?,"In 1967, the tallest building in San Francisco was 44 Montgomery.  A 43-story, 172 m office skyscraper in the heart of San Francisco's Financial District. When completed in 1967, it was the tallest building west of Dallas until it was surpassed by 555 California Street in 1969. Three years later, in 1972, the new tallest building in San Francisco became the Transamerica Pyramid. Standing at 260 m, it remained the tallest building in the city from 1972 to 2017.","[""- (List of tallest buildings in San Francisco) In 1967, the tallest building in San Francisco was 44 Montgomery. A 43-story, 172 m office skyscraper in the heart of San Francisco's Financial District. When completed in 1967, it was the tallest building west of Dallas until it was surpassed by 555 California Street in 1969. Three years later, in 1972, the new tallest building in San Francisco became the Transamerica Pyramid. Standing at 260 m, it remained the tallest building in the city from 1972 to 2017.\r\n- (QA_1) What is the new tallest building in san francisco in 1972? Transamerica Pyramid.\r\n- (QA_2) What is the new tallest building in san francisco in 1969? 555 California Street.\r\n- (QA_3) What is the new tallest building in san francisco in 1967? 44 Montgomery Street.""]",1.0,0.8186414491490163,0.09090909090909091
32,What is the date of the queen's birthday?,"Victoria Day is a federal statutory holiday observed in Canada as well as a holiday in six of Canada's ten provinces and all three of its territories. Since 1845, it has been observed to celebrate the birth of Queen Victoria of the United Kingdom of Great Britain and Ireland who was born on May 24, 1819. Queen Elizabeth II, the great-great-grandmother of Queen Victoria was born on April 21, 1926 and is now the longest-lived and longest-reigning British monarch, the longest-serving female head of state in world history. ","[""- (Elizabeth II) Victoria Day is a federal statutory holiday observed in Canada as well as a holiday in six of Canada's ten provinces and all three of its territories. Since 1845, it has been observed to celebrate the birth of Queen Victoria of the United Kingdom of Great Britain and Ireland who was born on May 24, 1819. Queen Elizabeth II, the great-great-grandmother of Queen Victoria was born on April 21, 1926 and is now the longest-lived and longest-reigning British monarch, the longest-serving female head of state in world history.\r\n- (QA_1) What is the date of Queen Elizabeth II's birthday? April 21, 1926.\r\n- (QA_2) What is the date of Queen Victoria's birthday? May 24, 1819.""]",0.9090909090909091,0.4348758290052917,0.5714285714285714
