id,question,gold_answer,predicted_answer,contexts,num_contexts
asqa_43,When did alabama became a right to work state?,"In the context of labor law in the United States, the term ""right-to-work laws"" refers to state laws that prohibit union security agreements between employers and labor unions. The state of Alabama became a right to work state by adopting statutes in 1953 and by constitutional provision in 2016.","Alabama is an American country and Southern rock band formed in Fort Payne, Alabama in 1969, founded by Randy Owen who does lead vocals, and rhythm guitar, and his cousin Teddy Gentry doing bass, and backing vocals. They were soon joined by another cousin, Jeff Cook who played lead guitar, fiddle, and keyboards. Starting in March 1973 - July 1980 the band started playing at the Bowery in Myrtle Beach six nights a week.","['Alabama is an American country and Southern rock band formed in Fort Payne, Alabama in 1969, founded by Randy Owen who does lead vocals, and rhythm guitar, and his cousin Teddy Gentry doing bass, and backing vocals. They were soon joined by another cousin, Jeff Cook who played lead guitar, fiddle, and keyboards. Starting in March 1973 - July 1980 the band started playing at the Bowery in Myrtle Beach six nights a week.', 'The Alabama Crimson Tide college football team compete as part of the National Collegiate Athletic Association (NCAA) Division I Football Bowl Subdivision, representing the University of Alabama in the Western Division of the Southeastern Conference (SEC). In 2014, they lost a home game on October 4. In 2015, they lost a regular season game on September 19. In 2017, the lost a regular season game on November 25.', 'African Americans, from states along the Mississippi River migrated to  Kansas \xa0in the late nineteenth century. They were called Exodusters and  are part of the Exoduster Movement or Exodus of 1879. Causes were to escape racial violence or ""bulldozing"" by white supremacist groups such as the\xa0Ku Klux Klan\xa0and the\xa0White League, as well as widespread repression under the\xa0Black Codes, discriminatory laws that rendered blacks\xa0second-class citizens\xa0after\xa0Reconstruction\xa0ended.', 'The Admission to the Union Clause of the United States Constitution, often called the New States Clause, found at Article IV, Section 3, authorizes the Congress to admit new states into the United States beyond the thirteen already in existence at the time the Constitution went into effect. In the United States, an ""enabling act"" is a statute enacted by the United States Congress authorizing the people of a territory to frame a proposed state constitution as a step towards admission to the Union. Each act details the mechanism by which the territory will be admitted as a state following ratification of their constitution and election of state officers.', 'The Admission to the Union Clause of the United States Constitution, often called the New States Clause, found at Article IV, Section 3, authorizes the Congress to admit new states into the United States beyond the thirteen already in existence at the time the Constitution went into effect. In the United States, an ""enabling act"" is a statute enacted by the United States Congress authorizing the people of a territory to frame a proposed state constitution as a step towards admission to the Union. Each act details the mechanism by which the territory will be admitted as a state following ratification of their constitution and election of state officers.']",5
asqa_44,Who sings i'll be seeing you in the notebook?,"In the 2006 romantic novel (The Notebook) that was later adapted into a film in 2004, American actor and singer Jimmy Durante's 1960's song ""I'll Be Seeing You"" is heard second in movie. The first time this song is heard in the movie is in a version sang by Billie Holiday.","""I'll Be Seeing You"" is a popular song about nostalgia, with music by Sammy Fain and lyrics by Irving Kahal.","['""I\'ll Be Seeing You"" is a popular song about nostalgia, with music by Sammy Fain and lyrics by Irving Kahal.', '""I\'ll Be Seeing You"" is a popular song about nostalgia, with music by Sammy Fain and lyrics by Irving Kahal.', 'There are multiple songs titled ""I\'ll Be There For You"", beginning with Bon Jovi releasing one on April 4, 1989. In 1995, the Backstreet Boys released a song by the same title. On April 25, 1995, Method Man and Mary J Blige released a song titled ""I\'ll Be There For You/You\'re All I Need to Get By"", and later that year on May 1, 1995, The Rembrandts released ""I\'ll Be There For You"", best known as the Friends theme song. The Moffatts released a song titled ""I\'ll Be There For You"" on April 8, 1998.', 'There are multiple songs titled ""I\'ll Be There For You"", beginning with Bon Jovi releasing one on April 4, 1989. In 1995, the Backstreet Boys released a song by the same title. On April 25, 1995, Method Man and Mary J Blige released a song titled ""I\'ll Be There For You/You\'re All I Need to Get By"", and later that year on May 1, 1995, The Rembrandts released ""I\'ll Be There For You"", best known as the Friends theme song. The Moffatts released a song titled ""I\'ll Be There For You"" on April 8, 1998.', 'There are multiple songs titled ""I\'ll Be There For You"", beginning with Bon Jovi releasing one on April 4, 1989. In 1995, the Backstreet Boys released a song by the same title. On April 25, 1995, Method Man and Mary J Blige released a song titled ""I\'ll Be There For You/You\'re All I Need to Get By"", and later that year on May 1, 1995, The Rembrandts released ""I\'ll Be There For You"", best known as the Friends theme song. The Moffatts released a song titled ""I\'ll Be There For You"" on April 8, 1998.']",5
asqa_45,Who wrote the book of the new testament?,"The books of the New Testament were all or nearly all written by Jewish Christians (Jewish disciples of Christ) who lived in the Roman Empire, however, not all the authors were Jewish Christians. It is believed that disciples Matthew, Mark, Luke, John wrote the gospels of the New Testament. The other books like the Pauline epistles are traditionally attributed to Paul of Tarsus, the Epistle of James is attributed to  James (a servant of God), while Peter, an apostle of Jesus Christ wrote the First Epistle of Peter. A number of scholars are divided as to whether Luke (who wrote the Gospel of Luke) was a Gentile or a Hellenistic Jew. ","The Epistle to the Hebrews, or Letter to the Hebrews, or in the Greek manuscripts, simply To the Hebrews is one of the books of the New Testament. The text does not mention the name of its author, but was traditionally attributed to Paul the Apostle. Modern biblical scholarship considers its authorship unknown, perhaps written in deliberate imitation of the style of Paul.","['The Epistle to the Hebrews, or Letter to the Hebrews, or in the Greek manuscripts, simply To the Hebrews is one of the books of the New Testament. The text does not mention the name of its author, but was traditionally attributed to Paul the Apostle. Modern biblical scholarship considers its authorship unknown, perhaps written in deliberate imitation of the style of Paul.', 'The New Testament is the second division of the Christian biblical canon. The Pauline letters to churches are the thirteen New Testament books that present Paul the Apostle as their author. The last four Pauline letters in the New Testament are addressed to individual persons. These four gospels that were eventually included in the New Testament were only a few among many other early Christian gospels. There are 27 books total in the New Testament.', 'The Greek Old Testament, or Septuagint, is the earliest extant Koine Greek translation of books from the Hebrew Bible, various biblical apocrypha, and deuterocanonical books. The first five books of the Hebrew Bible are known as the Torah or the Pentateuch. In Jewish the designation for the first five books of the old testament are known as  תּוֹרָה.', 'The Greek Old Testament, or Septuagint, is the earliest extant Koine Greek translation of books from the Hebrew Bible, various biblical apocrypha, and deuterocanonical books. The first five books of the Hebrew Bible are known as the Torah or the Pentateuch. In Jewish the designation for the first five books of the old testament are known as  תּוֹרָה.', 'The initial composition of the book of Exodus in the Bible was written in the 6th century BCE, with its final revision written in the 5th century BCE.']",5
asqa_46,The repetition of phrases or sentences with similar structures or meanings is called?,The difference between Parallel Syntax (also known as parallel construction and parallelism) and Schesis onomaton is that Parallel Syntax is a rhetorical device that consists of repetition among adjacent sentences or clauses while Schesis onomaton is a rhetorical technique used to emphasize an idea by repeating it rapidly using slightly different words that have the same or a very similar meaning.,"Ostinato in music is a motif or phrase that persistently repeats in the same musical voice, frequently in the same pitch. Examples of this are from well-known ostinato-based pieces including both classical compositions, such as Ravel's Boléro and the Carol of the Bells, and popular songs such as The Verve's ""Bitter Sweet Symphony"". Repetition of a musical pattern where sounds or sequences are often repeated is known as restatement, such as the restatement of a theme. Some music features a relatively high degree of repetition,","['Ostinato in music is a motif or phrase that persistently repeats in the same musical voice, frequently in the same pitch. Examples of this are from well-known ostinato-based pieces including both classical compositions, such as Ravel\'s Boléro and the Carol of the Bells, and popular songs such as The Verve\'s ""Bitter Sweet Symphony"". Repetition of a musical pattern where sounds or sequences are often repeated is known as restatement, such as the restatement of a theme. Some music features a relatively high degree of repetition, examples include minimalist music, disco, some techno, some of Igor Stravinsky\'s compositions, post rock, and black metal.', 'Ostinato in music is a motif or phrase that persistently repeats in the same musical voice, frequently in the same pitch. Examples of this are from well-known ostinato-based pieces including both classical compositions, such as Ravel\'s Boléro and the Carol of the Bells, and popular songs such as The Verve\'s ""Bitter Sweet Symphony"". Repetition of a musical pattern where sounds or sequences are often repeated is known as restatement, such as the restatement of a theme. Some music features a relatively high degree of repetition, examples include minimalist music, disco, some techno, some of Igor Stravinsky\'s compositions, post rock, and black metal.', 'Semantic memory is one of the two types of explicit memory, or declarative memory, which is our memory of facts or events that is explicitly stored and retrieved. Semantic memory refers to general world knowledge that we have accumulated throughout our lives. This general knowledge, such as facts, ideas, meaning and concepts, is intertwined in experience and dependent on culture.', 'Acronym is a word formed from the first letter or first few letters of each word in a phrase. The poem that is formed when using the first word of each line to create a word is called an Acrostic poem.', 'Acronym is a word formed from the first letter or first few letters of each word in a phrase. The poem that is formed when using the first word of each line to create a word is called an Acrostic poem.']",5
asqa_47,When was the last time the cubs won the world series before 2016?,"Before 2016, the American professional baseball team the Chicago Cubs had not won a world series title since October 14, 1908 when they played against the Detroit Tigers.","Recent World Series competitions have featured the Kansas City Royals defeating the New York Mets in 2015, the Chicago Cubs defeating the Cleveland Indians in 2016, and the Houston Astros defeating the Los Angeles Dodgers in 2017. The 2016 and 2017 were the first consecutive World Series to reach seven games since 2001 and 2002.","['Recent World Series competitions have featured the Kansas City Royals defeating the New York Mets in 2015, the Chicago Cubs defeating the Cleveland Indians in 2016, and the Houston Astros defeating the Los Angeles Dodgers in 2017. The 2016 and 2017 were the first consecutive World Series to reach seven games since 2001 and 2002.', ""The Chicago Cubs are an American professional baseball team based in Chicago, they compete in Major League Baseball as part of the National League Central division. Throughout the club's history, the Cubs have played in a total of 11 World Series. The 1907 World Series featured the Chicago Cubs and the Detroit Tigers, with the Cubs winning the Series four games to none, with one tie, for their first championship. On Saturday, October 12, 1907, at Bennett Park in Detroit, Michigan, Chicago wrapped up the series with a 2–0 victory."", ""The Chicago Cubs are an American professional baseball team based in Chicago. Most recently, the Cubs won the 2016 National League Championship Series and 2016 World Series. The St. Louis Cardinals are an American professional baseball team based in St. Louis. One of the nation's oldest and most successful professional baseball clubs, the Cardinals have won 11 World Series championships, more than any NL team and second in MLB only to the New York Yankees. In the 2015 standings, the Cubs were 0 games ahead of the Cardinals. In the 2016 standings, the Cubs were 17 1/2 games ahead of the Cardinals. In the 2017 standings, the Cubs were 9 games ahead of the Cardinals."", ""The Chicago Cubs are an American professional baseball team based in Chicago. Most recently, the Cubs won the 2016 National League Championship Series and 2016 World Series. The St. Louis Cardinals are an American professional baseball team based in St. Louis. One of the nation's oldest and most successful professional baseball clubs, the Cardinals have won 11 World Series championships, more than any NL team and second in MLB only to the New York Yankees. In the 2015 standings, the Cubs were 0 games ahead of the Cardinals. In the 2016 standings, the Cubs were 17 1/2 games ahead of the Cardinals. In the 2017 standings, the Cubs were 9 games ahead of the Cardinals."", ""The Chicago Cubs are an American professional baseball team based in Chicago. Most recently, the Cubs won the 2016 National League Championship Series and 2016 World Series. The St. Louis Cardinals are an American professional baseball team based in St. Louis. One of the nation's oldest and most successful professional baseball clubs, the Cardinals have won 11 World Series championships, more than any NL team and second in MLB only to the New York Yankees. In the 2015 standings, the Cubs were 0 games ahead of the Cardinals. In the 2016 standings, the Cubs were 17 1/2 games ahead of the Cardinals. In the 2017 standings, the Cubs were 9 games ahead of the Cardinals.""]",5
asqa_48,Who plays the superintendent in doctor blake mysteries?,"On Australian television series Doctor Blake Mysteries, Joel Tobeck plays the chief superintendent Matthew Lawson. Chief superintendent William Munro is played by Craig Hall while Matthew Frank Carlyle is played by Rodger Corser. ","The American television police procedural and legal drama Law & Order (1990–2010) follows the cases of a group of police detectives and prosecutors who represent the public interest in the criminal justice system. Known for its revolving cast, most of the original stars had left the show within the first five seasons. Medical examiner Dr. Elizabeth Rodgers was played by Leslie Hendrix, examiner Brody was played by Richard Hirschfeld, and examiner Borak was played by Josh Pais. The assistant medical examiner Anksel was played by Baron Vaughn","['The American television police procedural and legal drama Law & Order (1990–2010) follows the cases of a group of police detectives and prosecutors who represent the public interest in the criminal justice system. Known for its revolving cast, most of the original stars had left the show within the first five seasons. Medical examiner Dr. Elizabeth Rodgers was played by Leslie Hendrix, examiner Brody was played by Richard Hirschfeld, and examiner Borak was played by Josh Pais. The assistant medical examiner Anksel was played by Baron Vaughn.', 'The Good Doctor is an American medical drama television series. Marsha Lisa Thomason plays Dr. Isabel Barnes on the show, who is married to character Marcus Andrews, the Chief of Surgery.', 'Father Brown is a detective period television series about a crime solving priest. Sidney ""Sid"" Carter is an occasional black marketeer, part-time crook and informant that Father Brown makes the church handyman while trying to keep him on the straight and narrow. In the first episode of Series 3 The Man In the Shadows, Sid is sent to jail. This episode aired on  5 January 2015.', 'Father Brown is a detective period television series about a crime solving priest. Sidney ""Sid"" Carter is an occasional black marketeer, part-time crook and informant that Father Brown makes the church handyman while trying to keep him on the straight and narrow. In the first episode of Series 3 The Man In the Shadows, Sid is sent to jail. This episode aired on  5 January 2015.', 'Father Brown is a detective period television series about a crime solving priest. Sidney ""Sid"" Carter is an occasional black marketeer, part-time crook and informant that Father Brown makes the church handyman while trying to keep him on the straight and narrow. In the first episode of Series 3 The Man In the Shadows, Sid is sent to jail. This episode aired on  5 January 2015.']",5
asqa_49,Who said it is a tale told by an idiot full of sound and fury?,"In the play The Tragedy of Macbeth, the character Macbeth states ""it is a tale told by an idiot full of sound and fury"" as part of one of the most famous soliloquies in William Shakespeare's tragedy Macbeth. ","""A Sound of Thunder"" is a science fiction short story by American writer Ray Bradbury, first published in Collier's magazine on June 28, 1952, and later in Bradbury's collection The Golden Apples of the Sun in 1953. Although the story establishes a clear source of the topical sound of thunder, it being a gun, there are different interpretations on which character's death is marked by this particular sound. One of them involves Travis, who's holding the weapon, committing suicide, and therefore marking his death with such sound, while another one has him murdering another character, Eckels","['""A Sound of Thunder"" is a science fiction short story by American writer Ray Bradbury, first published in Collier\'s magazine on June 28, 1952, and later in Bradbury\'s collection The Golden Apples of the Sun in 1953. Although the story establishes a clear source of the topical sound of thunder, it being a gun, there are different interpretations on which character\'s death is marked by this particular sound. One of them involves Travis, who\'s holding the weapon, committing suicide, and therefore marking his death with such sound, while another one has him murdering another character, Eckels, meaning that Eckel\'s death is ultimately marked with the sound of thunder.', '""A Sound of Thunder"" is a science fiction short story by American writer Ray Bradbury, first published in Collier\'s magazine on June 28, 1952, and later in Bradbury\'s collection The Golden Apples of the Sun in 1953. Although the story establishes a clear source of the topical sound of thunder, it being a gun, there are different interpretations on which character\'s death is marked by this particular sound. One of them involves Travis, who\'s holding the weapon, committing suicide, and therefore marking his death with such sound, while another one has him murdering another character, Eckels, meaning that Eckel\'s death is ultimately marked with the sound of thunder.', ""The True Story of the 3 Little Pigs! is a children's book by Jon Scieszka and Lane Smith. It is a parody of The Three Little Pigs, which was written by Joseph Jacobs, as told the Big Bad Wolf."", ""The True Story of the 3 Little Pigs! is a children's book by Jon Scieszka and Lane Smith. It is a parody of The Three Little Pigs, which was written by Joseph Jacobs, as told the Big Bad Wolf."", 'It has been theorized that the sound barrier may have been broken for the first time 150 million years ago by dinosaurs that were probably able to flick their tails at supersonic speeds, but this theory is disputed. It was reported in a press release that Lieutenants Harold E. Comstock and Roger Dyar broke the sound barrier in 1942, but it is widely agreed that their speed was most likely inaccurately read. The sound barrier was broken for the first time by an unmanned missile on 3 October 1942 by the German V-2 ballistic missile. Chuck Yeager was given the credit for breaking the sound barrier for the first time in a manned level flight on October 14, 1947.']",5
asqa_50,Where does 10 things i hate about you take place?,"Much of the filming for the 1999 American romantic comedy film 10 Things I Hate About You was done at Stadium High School in Tacoma, Washington but the film itself is set at Padua High School in the Seattle area.","10 Things I Hate About You takes place, and is filmed in, the Seattle area. Many scenes in the movie were filmed at Stadium High School in Tacoma Washington.","['10 Things I Hate About You takes place, and is filmed in, the Seattle area. Many scenes in the movie were filmed at Stadium High School in Tacoma Washington.', '""I Don\'t Want to Talk About It"" was a song written by Danny Whitten and recorded by Crazy Horse. Rod Stewarts cover version made it more famous. In addition to the song, there is also a 1993 Argentine-Italian drama screenplay with the same name which was written by Jorge Goldenberg Hachero, Maria Luisa Bemberg and Julio Llinás Aldo Romero, based on a short story by Llinás.', '""I Don\'t Want to Talk About It"" was a song written by Danny Whitten and recorded by Crazy Horse. Rod Stewarts cover version made it more famous. In addition to the song, there is also a 1993 Argentine-Italian drama screenplay with the same name which was written by Jorge Goldenberg Hachero, Maria Luisa Bemberg and Julio Llinás Aldo Romero, based on a short story by Llinás.', ""If Loving You Is Wrong is an American prime time television soap opera that focuses on the lives and relationships of a group of five husbands and wives who live on the same street in the fictional community of Maxine. On the show, Trevante Rhodes plays the character of Ramsey, Kelly's new neighbor, for whom she later develops feelings."", 'There are many different songs named ""That\'s What I Like About You"" or with a similar title to it. In 1990, James House, an American country music artist, recorded a song under that name as part of his album ""Hard Times for an Honest Man"", which was later covered in 1991 by American country music artist Trisha Yearwood. A previous song by the same name is that of the Australian pop singer Collette, who released it in October 1989 as the third and final single from her debut studio album, ""Raze the Roof"". The American rock band The Romantics also recorded a song titled ""What I Like About You"" that was released as a single in late 1979.']",5
asqa_51,Who is opening for shania twain in ottawa?,"Over her 30 plus year music career, Canadian singer and songwriter Shania Twain has performed and toured various cities in North America. One of those being Ottawa, Canada. In her 1997 tour, Come On Over, the family band Leahy and country artist Shane Minor performed the opening act. In the second concert tour (Up! Tour), Canadian country music band Emerson Drive performed the opening act. In the third tour, Rock This Country (2015), Canadian country musician under the stage name Wes Mack served as the only opening act. In her fourth headlining concert tour (2018), The Now Tour, was opened by Swiss singer Bastian Baker.","Juliette Jolene Barnes-Barkley is a fictional character from musical drama series Nashville. Portrayed by actress Hayden Panettiere, Juliette is a teenage country sensation that tries to take the throne, as Queen of Country music, from rival Rayna Jaymes. During the span of the show, she has a baby named Cadence Barkley, with a second and visible pregnancy of an unnamed baby being shown in a flash forward at the end of the series.","['Juliette Jolene Barnes-Barkley is a fictional character from musical drama series Nashville. Portrayed by actress Hayden Panettiere, Juliette is a teenage country sensation that tries to take the throne, as Queen of Country music, from rival Rayna Jaymes. During the span of the show, she has a baby named Cadence Barkley, with a second and visible pregnancy of an unnamed baby being shown in a flash forward at the end of the series.', ""Steffy Forrester is a fictional character from the American television soap opera, The Bold and the Beautiful, and her fictional mother's name is Taylor Hayes. Taylor Hayes has been portrayed by two different actresses. American actress Hunter Tylo portrayed Taylor Hayes from 1990-2002, 2004-2014, and 2018-2019. Former actress Sherilyn Wolter temporarily played Taylor Hayes in 1990."", 'The Grammy Award for Album of the Year is presented by the National Academy of Recording Arts and Sciences of the United States to ""honor artistic achievement, technical proficiency and overall excellence in the recording industry, without regard to album sales, chart position, or critical reception. Billie Eilish is the youngest main credit artist to win in the category, winning for her debut album When We All Fall Asleep, Where Do We Go? in 2020 at the age of 18, surpassing Taylor Swift who won in 2010 at the age of 20 for her second album Fearless. Canadian musician Alanis Morissette, who was born June 1974, was the youngest person to win the award at the time she won in 1996. In 1964, Barbra Streisand was the youngest person to win the award at the time, when she won for her album The Barbra Streisand Album.', 'During the second European and North American leg of his 24K Magic Tour, Bruno Mars had several opening acts, including DJ Rashida in all shows, along with Charlie Wilson, Ciara and Boyz II Men, among others, on selected shows. DJ Rashida did the opening act for the Montreal show. During The Moonshine Jungle Tour, Ellie Goulding opened for Bruno Mars in Montreal during leg 1 and Bebe Rexha opened in Montreal for leg 7.', 'During the second European and North American leg of his 24K Magic Tour, Bruno Mars had several opening acts, including DJ Rashida in all shows, along with Charlie Wilson, Ciara and Boyz II Men, among others, on selected shows. DJ Rashida did the opening act for the Montreal show. During The Moonshine Jungle Tour, Ellie Goulding opened for Bruno Mars in Montreal during leg 1 and Bebe Rexha opened in Montreal for leg 7.']",5
asqa_52,When does last chance u season 3 take place?,"In the American documentary series Last Chance U, the football season in season 3 of the show takes place between August 26 - December 4 2017 but the show doesn't begin airing until July 21, 2018.","""New Girl"" is the last episode of the season two of Sonny with a Chance. Sonny with a Chance season 2 was aired on Disney Channel from March 14, 2010 to January 2, 2011, therefore it's last episode was aired on January 2, 2011.","['""New Girl"" is the last episode of the season two of Sonny with a Chance. Sonny with a Chance season 2 was aired on Disney Channel from March 14, 2010 to January 2, 2011, therefore it\'s last episode was aired on January 2, 2011.', 'American drama TV series The Deuce aired for 25 episodes over three seasons on HBO. Episode 3 of the first season aired on September 24, 2017, episode 3 of the second season aired on September 23, 2018, and episode 3 of the third season aired on September 23, 2019.', ""There are several seasons of the Canadian teen drama series The Next Step. The series' seventh season premiered on April 10, 2020, while its sixth season premiered on September 29, 2018. The Next Step Seasons 5, 4, and 3 started on May 26, 2017, February 15, 2016, and March 16, 2015, respectively."", 'The 2016 crime drama TV series Queen of the South premiered its third season on June 21, 2018 at 9:00 pm ET. New episodes aired regularly at that time on Thursday nights for the remainder of the season.', 'Season 13 of Supernatural premiered on October 12, 2017 and the final episode came out on May 17, 2018.']",5
asqa_53,What's the most points scored in an nba game?,"The most points ever scored in an NBA regular season game came in 1983 when the Pistons defeated the Nuggets 186–184 in a triple overtime game that resulted in a combined score of 370 points. In that same game was another record of the most points scored in an nba game by a single team which came to 186 (Pistons). The most points scored (162) by a single team in a regular season game during regulation was in 1990 when the Warriors defeated the Nuggets 162-158. The most points scored (153) by a single team in a playoff game was in 1992 when the Phoenix Suns defeated the Trail Blazers 153-151. Finally, the most points scored in an NBA game by an individual was done by the Philadelphia Warriors' Wilt Chamberlain who scored an NBA-record 100 points in a single game.","The highest scoring game in NBA history is a triple overtime 186–184 win by the Detroit Pistons over the Denver Nuggets, scoring a combined 370 points. The Detroit Pistons set the record in that game for most points by a team in NBA history. The highest point total by a single player is 100 by Wilt Chamberlain on March 2, 1962.","['The highest scoring game in NBA history is a triple overtime 186–184 win by the Detroit Pistons over the Denver Nuggets, scoring a combined 370 points. The Detroit Pistons set the record in that game for most points by a team in NBA history. The highest point total by a single player is 100 by Wilt Chamberlain on March 2, 1962.', 'The highest scoring game in NBA history is a triple overtime 186–184 win by the Detroit Pistons over the Denver Nuggets, scoring a combined 370 points. The Detroit Pistons set the record in that game for most points by a team in NBA history. The highest point total by a single player is 100 by Wilt Chamberlain on March 2, 1962.', 'The most points scored by a single player in the NBA is 100, by Wilt Chamberlain playing for the Philadelphia Warriors against the New York Knicks on March 2, 1962. The most points score by a team is 186 by the Detroit Pistons against the Denver Nuggets on December 13, 1983. In that same game, the teams combined for 370, a record for a regular season game. The most combined points scored in a playoff game is 304 in a game between the Portland Trail Blazers and the Phoenix Suns on May 11, 1992.', ""At the time of his retirement at age 42 in 1989, Kareem Abdul-Jabbar was the NBA's all-time leader in points scored, with the total number of points being 38,387. Regarding field goal percentages, the NBA career record for highest lifetime field goal percentage is held by DeAndre Jordan at 0. 669."", ""At the time of his retirement at age 42 in 1989, Kareem Abdul-Jabbar was the NBA's all-time leader in points scored, with the total number of points being 38,387. Regarding field goal percentages, the NBA career record for highest lifetime field goal percentage is held by DeAndre Jordan at 0. 669.""]",5
asqa_54,What do you use to test for lipids?,"A lipid profile or ""lipid panel"" is a panel of blood tests that serves as an initial screening tool for abnormalities in lipids, such as cholesterol and triglycerides in the body. The emulsion test however, is a method to determine the presence of lipids using wet chemistry. This same method can test for lipids in food as well.",The biuret test is also known as Piotrowski's test. It's a chemical test used for detecting the presence of peptide bonds. The biuret test can also be used to assess the concentration of protein compounds because peptide bonds occur with the same frequency per amino acid in the peptide.,"[""The biuret test is also known as Piotrowski's test. It's a chemical test used for detecting the presence of peptide bonds. The biuret test can also be used to assess the concentration of protein compounds because peptide bonds occur with the same frequency per amino acid in the peptide."", 'Organon International obtained the first patent on a home pregnancy test in 1969, two years after product designer Margaret Crane noticed that the laboratory testing procedure was relatively simple and made a prototype. The product became available in Canada in 1971, and the United States in 1977, after delays caused by concerns over sexual morality and the ability of women to perform test and cope with the results without a doctor.', 'They use urine testing for most drugs at the Olympics. Blood test results, however, show use of blood doping at the Olympics, a blood transfusion given to athletes to increase the number of red blood cells to enhance aerobic performance.', 'There are various biomarkers used to detect different conditions that may afflict the heart. Troponin, Creatine Kinase (CK-MB), Lactate dehydrogenase (LDH), Ischemia-modified albumin (IMA), and Glycogen phosphorylase isoenzyme BB are taken into consideration when detecting a Myocardial Infarction, while Aspartate transaminase (AST) signals to whether or not there was heart damage. In the case of CHF, Pro-brain natriuretic peptide is needed to detect it, and Myoglobin (Mb) is studied when the effects of a reperfusion after a thrombolysis are assessed.', 'There are various biomarkers used to detect different conditions that may afflict the heart. Troponin, Creatine Kinase (CK-MB), Lactate dehydrogenase (LDH), Ischemia-modified albumin (IMA), and Glycogen phosphorylase isoenzyme BB are taken into consideration when detecting a Myocardial Infarction, while Aspartate transaminase (AST) signals to whether or not there was heart damage. In the case of CHF, Pro-brain natriuretic peptide is needed to detect it, and Myoglobin (Mb) is studied when the effects of a reperfusion after a thrombolysis are assessed.']",5
asqa_55,Who wrote give me a home among the gum trees?,"The popular 1974 Australian song Give Me a Home Among the Gumtrees (or Home Among the Gumtrees) was written by Wally Johnson and Bob Brown (aka Captain Rock). Since then, Bob Brown has continued writing and performing tongue-in-cheek folk songs as Wally Johnson passed on in 1995. ","The melody and the first three verses for Where Have All the Flowers Gone were written by Pete Seeger in 1955 and published in Sing Out magazine. Additional verses were added in May 1960 by Joe Hickerson, who turned it into a circular song. Seeger found inspiration for the song in October 1955 while he was on a plane bound for a concert at Oberlin College, one of the few venues which would hire him during the McCarthy era.","['The melody and the first three verses for Where Have All the Flowers Gone were written by Pete Seeger in 1955 and published in Sing Out magazine. Additional verses were added in May 1960 by Joe Hickerson, who turned it into a circular song. Seeger found inspiration for the song in October 1955 while he was on a plane bound for a concert at Oberlin College, one of the few venues which would hire him during the McCarthy era.', 'Ja\'net DuBois and Jeff Barry co-wrote ""The Jeffersons"" theme song, ""Movin\' on Up"", which was sung by DuBois with a gospel choir. Sammy Davis, Jr. recorded a cover version of the song in 1978. DuBois is best known for her portrayal of Willona Woods, the neighborhood gossip maven and a friend of the Evans family on the CBS sitcom Good Times.', ""Alan Jay Lerner wrote the lyrics for Wand'rin Star, while Frederick Loewe wrote the music for the song. Lerner and Loewe collaborated on some of the world's most popular and enduring works for musical theatre both for the stage and on film. Wand'rin Star was originally written for the stage musical Paint Your Wagon. In addition to Paint Your Wagon, some of Lerner and Loewe's collaborations include My Fair Lady, Pygmalion, Gigi and Camelot."", ""Alan Jay Lerner wrote the lyrics for Wand'rin Star, while Frederick Loewe wrote the music for the song. Lerner and Loewe collaborated on some of the world's most popular and enduring works for musical theatre both for the stage and on film. Wand'rin Star was originally written for the stage musical Paint Your Wagon. In addition to Paint Your Wagon, some of Lerner and Loewe's collaborations include My Fair Lady, Pygmalion, Gigi and Camelot."", 'The song ""Welcome Home""  by Radical Face was first featured in the 2008 film ""Humboldt County"". It was then featured in the climax of the 2009 film ""The Vicious Kind"". The song played in the ending credits of the documentary ""Forks Over Knives"", and during the credits of the 2016 film \'before I Wake"".']",5
asqa_56,Who sang to the window to the wall?,"The 2003 hip hop song ""Get Low"" was recorded by American rap group Lil Jon & the East Side Boyz and featured American hip hop duo Ying Yang Twins.","Both, Snoop Dogg and Kris Kristofferson, sang the song Roll Me Up and Smoke Me When I Die with Willie Nelson.","['Both, Snoop Dogg and Kris Kristofferson, sang the song Roll Me Up and Smoke Me When I Die with Willie Nelson.', 'Ja\'net DuBois and Jeff Barry co-wrote ""The Jeffersons"" theme song, ""Movin\' on Up"", which was sung by DuBois with a gospel choir. Sammy Davis, Jr. recorded a cover version of the song in 1978. DuBois is best known for her portrayal of Willona Woods, the neighborhood gossip maven and a friend of the Evans family on the CBS sitcom Good Times.', 'George Thorogood and the Destroyers sang the original song Bad To The Bone.', 'Iggy Azalea and Charli XCX wrote the song Fancy. The Invisible Men members, Jason Pebworth, George Astasio and Jon Shave, as well as The Arcade, Kurtis Mckenzie, also composed and co-produced the song.', 'The title song of the short film ""The House I Live In"" had music written by Earl Robinson, later blacklisted during the McCarthy era, with lyrics form Abel Meeropol, under the pen name Lewis Allen.']",5
